name,image_url,about,books_written
William M. Landes,https://images.gr-assets.com/authors/1277147946p5/21428.jpg,"William M. Landes is the Clifton R. Musser Professor of Law and Economics, Emeritus, and Senior Lecturer in Law at The University of Chicago Law School.William Landes joined the faculty of the Law School in 1974 and was the Clifton R. Musser Professor of Law and Economics in the Law School from 1992 to 2009. Mr. Landes has written widely on the application of economics and quantitative methods to law and legal institutions, including torts, intellectual property, judicial behavior, legal decision-making, and art law. His most recent book, The Economic Structure of Intellectual Property Law (2003) with Judge Richard Posner (Senior Lecturer at the Law School), applies economic analysis to the many legal doctrines in trademark, copyright, trade secret, and patent law. Landes has been an editor of the Journal of Law and Economics (1975–1991) and the Journal of Legal Studies (1991–2000), is past president of the American Law and Economics Association, and is a member of the American Economic Association, the Mont Pelerin Society, and the Council of Economic Advisers of the American Enterprise Institute. He is also a Fellow of the American Academy of Arts and Sciences.","widely on the application of economics and quantitative methods to law and legal institutions, including torts, intellectual property, judicial behavior, legal decision-making, and art law. His most recent book, The Economic Structure of Intellectual Property Law (2003)"
Gerald Posner,https://images.gr-assets.com/authors/1419461403p5/21436.jpg,"Gerald Posner is an award winning journalist, bestselling author and attorney. The Los Angeles Times dubs him ""a classic-style investigative journalist."" ""His work is painstakingly honest journalism"" concluded The Washington Post. The New York Times lauded his ""exhaustive research techniques"" and The Boston Globe talked of Posner's ""thorough and hard-edge investigation."" ""A meticulous and serious researcher,"" said the New York Daily News.Posner's first book, Mengele, a 1986 biography of the Nazi ""Angel of Death” Josef Mengele, was the result of a pro-bono lawsuit Posner brought on behalf of surviving twins from Auschwitz. Since then he has written ten other books from the Pulitzer Prize-finalist Case Closed, to bestsellers on political assassinations, organized crime, national politics, and 9/11 and terrorism. His upcoming God’s Bankers has spanned nine years of research and received early critical praise.ohn Martin of ABC News says ""Gerald Posner is one of the most resourceful investigators I have encountered in thirty years of journalism."" Garry Wills calls Posner ""a superb investigative reporter. ""Posner, a former Wall Street lawyer, demolishes myths through a meticulous re-examination of the facts,"" reported the Chicago Tribune. ""Meticulous research,"" Newsday.Anthony Lewis in The New York Times: ""With 'Killing the Dream, he has written a superb book: a model of investigation, meticulous in its discovery and presentation of evidence, unbiased in its exploration of every claim. And it is a wonderfully readable book, as gripping as a first-class detective story.""""What we need is a work of painstakingly honest journalism, a la Case Closed, Gerald Posner's landmark re-examination of the assassination of John F. Kennedy,"" concluded Joe Sharkey in The New York Times.Gene Lyons, in Entertainment Weekly: ""As thorough and incisive a job of reporting and critical thinking as you will ever read, Case Closed does more than buttress the much beleaguered Warren Commission's conclusion ….More than that, Posner's book is written in a penetrating, lucid style that makes it a joy to read. Even the footnotes, often briskly debunking one or another fanciful or imaginary scenario put forth by the conspiracy theorists, rarely fail to enthrall...Case Closed is a work of genuine patriotism and a monument to the astringent power of reason. 'A'""Jeffrey Toobin in the Chicago Tribune: ""Unlike many of the 2,000 other books that have been written about the Kennedy assassination, Posner's Case Closed is a resolutely sane piece of work. More importantly, 'Case Closed' is utterly convincing in its thesis, which seems, in light of all that has transpired over the past 30 years, almost revolutionary....I started Case Closed as a skeptic - and slightly put off by the presumptuous title. To my mind historical truth is always a slippery thing. The chances of knowing for sure what happened in any event - much less one as murky as the Kennedy assassination - seem remote. But this fascinating and important book won me over. Case closed, indeed.""Based in the mixed realms of politics, history, and true crime, his articles - from The New York Times to The New Yorker to Newsweek, Time and The Daily Beast - have prompted Argentina to open its hidden Nazi files to researchers; raised disturbing questions about clues the FBI missed in the 1995 Oklahoma City bombing; sparked a reinvestigation of the Boston Strangler; and exposed Pete Rose's gambling addiction, which led to his ban from baseball.Posner was one of the youngest attorneys (23) ever hired by Cravath, Swaine &amp; Moore. A Political Science major, Posner was a Phi Beta Kappa and Summa Cum Laude graduate of the University of California at Berkeley (1975), where he was also a national debating champion, winner of the Meiklejohn Award. At Hastings Law School (1978), he was an Honors Graduate and served as the Associate Executive Editor for the Law Review. Of Counsel to Posner &amp; Ferrar","ten other books from the Pulitzer Prize-finalist Case Closed, to bestsellers on political assassinations, organized crime, national politics, and 9/11 and terrorism. His upcoming God’s Bankers has spanned nine years of research and received early critical praise.ohn Martin of ABC News says ""Gerald Posner is one of the most resourceful investigators I have encountered in thirty years of journalism."" Garry Wills calls Posner ""a superb investigative reporter. ""Posner, a former Wall Street lawyer, demolishes myths through a meticulous re-examination of the facts,"" reported the Chicago Tribune. ""Meticulous research,"" Newsday.Anthony Lewis in The New York Times: ""With 'Killing the Dream, he has written a superb book: a model of investigation, meticulous in its discovery and presentation of evidence, unbiased in its exploration of every claim. And it is a wonderfully readable book, as gripping as a first-class detective story.""""What we need is a work of painstakingly honest journalism, a la Case Closed, Gerald Posner's landmark re-examination of the assassination of John F. Kennedy,"" concluded Joe Sharkey in The New York Times.Gene Lyons, in Entertainment Weekly: ""As thorough and incisive a job of reporting and critical thinking as you will ever read, Case Closed does more than buttress the much beleaguered Warren Commission's conclusion ….More than that, Posner's book is written in a penetrating, lucid style that makes it a joy to read. Even the footnotes, often briskly debunking one or another fanciful or imaginary scenario put forth by the conspiracy theorists, rarely fail to enthrall...Case Closed is a work of genuine patriotism and a monument to the astringent power of reason. 'A'""Jeffrey Toobin in the Chicago Tribune: ""Unlike many of the 2,000 other books that have been written about the Kennedy assassination, Posner's Case Closed is a resolutely sane piece of work. More importantly, 'Case Closed' is utterly convincing in its thesis, which seems, in light of all that has transpired over the past 30 years, almost revolutionary....I started Case Closed as a skeptic - and slightly put off by the presumptuous title. To my mind historical truth is always a slippery thing. The chances of knowing for sure what happened in any event - much less one as murky as the Kennedy assassination - seem remote. But this fascinating and important book won me over. Case closed, indeed.""Based in the mixed realms of politics, history, and true crime, his articles - from The New York Times to The New Yorker to Newsweek, Time and The Daily Beast - have prompted Argentina to open its hidden Nazi files to researchers; raised disturbing questions about clues the FBI missed in the 1995 Oklahoma City bombing; sparked a reinvestigation of the Boston Strangler; and exposed Pete Rose's gambling addiction, which led to his ban from baseball.Posner was one of the youngest attorneys (23) ever hired by Cravath, Swaine &amp; Moore. A Political Science major, Posner was a Phi Beta Kappa and Summa Cum Laude graduate of the University of California at Berkeley (1975)"
Emma Bull,https://images.gr-assets.com/authors/1220945364p5/22548.jpg,"Emma Bull is a science fiction and fantasy author whose best-known novel is War for the Oaks, one of the pioneering works of urban fantasy. She has participated in Terri Windling's Borderland shared universe, which is the setting of her 1994 novel Finder. She sang in the rock-funk band Cats Laughing, and both sang and played guitar in the folk duo The Flash Girls while living in Minneapolis, Minnesota.Her 1991 post-apocalyptic science fiction novel Bone Dance was nominated for the Hugo, Nebula, and World Fantasy Awards. Bull wrote a screenplay for War for the Oaks, which was made into an 11-minute mini-film designed to look like a film trailer. She made a cameo appearance as the Queen of the Seelie Court, and her husband, Will Shetterly, directed. Bull and Shetterly created the shared universe of Liavek, for which they have both written stories. There are five Liavek collections extant.She was a member of the writing group The Scribblies, which included Will Shetterly as well as Pamela Dean, Kara Dalkey, Nate Bucklin, Patricia Wrede and Steven Brust. With Steven Brust, Bull wrote Freedom and Necessity (1997), an epistolary novel with subtle fantasy elements set during the 19th century United Kingdom of Great Britain and Ireland Chartist movement.Bull graduated from Beloit College in 1976. Bull and Shetterly live in Arizona.","stories. There are five Liavek collections extant.She was a member of the writing group The Scribblies, which included Will Shetterly as well as Pamela Dean, Kara Dalkey, Nate Bucklin, Patricia Wrede and Steven Brust. With Steven Brust, Bull wrote Freedom and Necessity (1997)"
Alan Duff,https://images.gr-assets.com/authors/1387407321p5/22712.jpg,"Alan Duff (born October 26, 1950, Rotorua, New Zealand) is a New Zealand novelist and newspaper columnist, most well known as the author of Once Were Warriors. He began to write full-time in 1985.He tried writing a thriller as his first novel, but it was rejected. He burned the manuscript and started writing Once Were Warriors, which had an immediate and great impact. The novel is written in juxtaposed interior monologues, making its style stand out from other works. It was winner of the PEN Best First Book Award, was runner-up in the Goodman Fielder Wattie Award, and was made into the award-winning film of the same name in 1994.Another of his novels, One Night Out Stealing, appeared in 1991 and shortlisted in the 1992 Goodman Fielder Wattie Book Awards.He was also awarded the Frank Sargeson Fellowship in 1991, and began writing a weekly -- later bi-weekly — column for the Evening Post (Wellington newspaper), syndicated to eight other newspapers. In this, and in his 1993 analysis, Māori: The Crisis and the Challenge, he has developed his ideas on the failures of Māoridom, castigating both the traditional leadership and the radical movement for dwelling on the injustices of the past and expecting others to resolve them, instead of encouraging Māori to get on and help themselves. The blame for Māori underperformance he puts squarely back on Māori, for not making the most of the opportunities given them. This somewhat simplistic message has proved highly controversial.State Ward started as a series of episodes on radio in 1993 and was published as a novella in 1994.The Books in Homes scheme, co-founded in 1995 by Duff and Christine Fernyhough, with commercial sponsorship and government support, aims to alleviate poverty and illiteracy by providing low-cost books to underprivileged children, thus encouraging them to read. In its first year alone it put about 180,000 new books in the hands of about 38,000 children. By 2008, the scheme delivered 5 million books to schools around New Zealand.What Becomes of the Broken Hearted? (1996), the sequel to Once Were Warriors, was the winner of the fiction section of the 1997 Montana Book Awards and was also made in to a film in 1999. Two Sides of the Moon was published in 1998. Duff wrote his own memoir, Out of the Mist and the Steam, in 1999. His first novel to be set outside of New Zealand is Szabad (2001). Inspired by the stories of people Duff met during his several trips to Hungary, the story takes place in Budapest during the 1956 Hungarian Revolution. Jake's Long Shadow (2002) is the third volume in Duff's Once Were Warriors trilogy. In 2003 Once Were Warriors was brought to the stage across New Zealand as a musical drama.","in juxtaposed interior monologues, making its style stand out from other works. It was winner of the PEN Best First Book Award, was runner-up in the Goodman Fielder Wattie Award, and was made into the award-winning film of the same name in 1994.Another of his novels, One Night Out Stealing, appeared in 1991 and shortlisted in the 1992 Goodman Fielder Wattie Book Awards.He was also awarded the Frank Sargeson Fellowship in 1991, and began writing a weekly -- later bi-weekly — column for the Evening Post (Wellington newspaper), syndicated to eight other newspapers. In this, and in his 1993 analysis, Māori: The Crisis and the Challenge, he has developed his ideas on the failures of Māoridom, castigating both the traditional leadership and the radical movement for dwelling on the injustices of the past and expecting others to resolve them, instead of encouraging Māori to get on and help themselves. The blame for Māori underperformance he puts squarely back on Māori, for not making the most of the opportunities given them. This somewhat simplistic message has proved highly controversial.State Ward started as a series of episodes on radio in 1993 and was published as a novella in 1994.The Books in Homes scheme, co-founded in 1995 by Duff and Christine Fernyhough, with commercial sponsorship and government support, aims to alleviate poverty and illiteracy by providing low-cost books to underprivileged children, thus encouraging them to read. In its first year alone it put about 180,000 new books in the hands of about 38,000 children. By 2008, the scheme delivered 5 million books to schools around New Zealand.What Becomes of the Broken Hearted? (1996)"
Terry Dowling,https://images.gr-assets.com/authors/1378054615p5/22993.jpg,"Terence William (Terry) Dowling -“Who’s the writer who can produce horror as powerful and witty as the best of Peter Straub, SF as wondrously byzantine and baroque as anything by Gene Wolfe, near-mainstream subtly tinged with the fantastic like some tales by Powers or Lansdale? Why Terry Dowling, of course.” Locus (Nov 1999)Born in Sydney in 1947, Terry Dowling is one of Australia’s most awarded, versatile and internationally acclaimed writers of science fiction, fantasy, dark fantasy and horror. He is author of Rynosseros (1990), Blue Tyson (1992), Twilight Beach (1993) and Rynemonn (2007) (the Ditmar award-winning Tom Rynosseros saga, which, in his 2002 Fantastic Fictions Symposium keynote speech, US Professor Brian Attebery called “not only intricate and engaging, but important as well”), Wormwood (1991), The Man Who Lost Red (1994), An Intimate Knowledge of the Night (1995), Antique Futures: The Best of Terry Dowling (1999), Blackwater Days (2000) and Basic Black: Tales of Appropriate Fear (2006) (which earned a starred review in Publishers’ Weekly in May 2006 and won the 2007 International Horror Guild Award for Best Collection). He is editor of the World Fantasy Award-winning The Essential Ellison (1987/ revised 2001), Mortal Fire: Best Australian SF (1993) and The Jack Vance Treasury (2007).Dowling has outstanding publishing credentials. As well as appearances in The Year’s Best Science Fiction, The Year’s Best SF, The Mammoth Book of Best New SF, The Year’s Best Fantasy, The Best New Horror and The Year’s Best Fantasy and Horror (a record eight times; he is the only author to have had two stories in the 2001 volume, one chosen by each editor), his work has appeared in such major anthologies as Centaurus: The Best of Australian Science Fiction, The Dark, Dreaming Down Under, Gathering the Bones and The Oxford Book of Australian Ghost Stories and in such diverse publications as the prestigious SciFiction, The Magazine of Fantasy &amp; Science Fiction, Interzone, Oceans of the Mind, Ténèbres, Ikarie, Japan’s SF and Russia’s Game.Exe. His fiction has been translated into many languages and has been used in a course in forensic psychology in the US.“Here is Jack Vance, Cordwainer Smith and Tiptree/Sheldon come again, reborn in one wonderful talent…you’ll purr and growl with delight.” – Harlan EllisonTerry has also written and co-designed three best-selling computer adventures: Schizm: Mysterious Journey (2001) (aka US Mysterious Journey: Schizm) (www.schizm.com/schizm1/), Schizm II: Chameleon (2003) (aka US Mysterious Journey II: Chameleon) (www.schizm2.info) and Sentinel: Descendants in Time (2004) (aka Realms of Illusion) (www.dormeuse.info) (based on his 1996 short story, “The Ichneumon and the Dormeuse”), which have been published in many foreign language editions. He has reviewed for The Sydney Morning Herald and The Bulletin, and was the science fiction, fantasy and horror reviewer for The Weekend Australian for nineteen years under four different literary editors: Barry Oakley, James Hall, Murray Waldren and Deborah Hope.Terry holds a PhD in Creative Writing from the University of Western Australia (the first such degree to be granted and completed at that university), an MA (Hons) in English Literature and a BA (Hons) in English Literature, Archaeology and Ancient History, both from the University of Sydney. He has won many Ditmar and Aurealis Awards for his fiction, as well as the William Atheling Jr Award for his critical work. His first computer adventure won the Grand Prix at Utopiales in France in 2001 and he has been nominated for the World Fantasy Award twice.",and co-designed three best-selling computer adventures: Schizm: Mysterious Journey (2001)
Jim Herrick,https://images.gr-assets.com/authors/1392163860p5/23068.jpg,"Herrick, Jim (1944 – )Herrick, an atheist and the author of works on the history of humanism, has written Vision and Realism, a Hundred Years of the Freethinker (1982); Against The Faith (1985), essays on deists, skeptics, and Atheists; and A Humanist Anthology (1995).Herrick was on the editorial board of International Humanist and from 1993 to 1998 was editor of its successor, International Humanist News, which is the journal of the International Humanist and Ethical Union (IHEU).In addition, he is a former editor of The Free Thinker (1977—1981) and vice president of the National Secular Society.Herrick also was editor of New Humanist, the journal of the Rationalist Press Association, of which he is a member of the Board of Directors.“Bible-smashing is tedious to people who have smashed their Bibles,” Herrick quotes George Bernard Shaw in a lucid article, “The Freethinker Yesterday and Today” (Freethinker, June 1994). But ever since G. W. Foote’s first issue of the journal in 1881, Herrick notes that it has remained imperative to continue attacking the evangelicals’ “spread of pernicious myths and unnecessary hardship for children and parents.” Unfortunately, he adds, early freethinkers if they were to look at the current situation “would be surprised that religion has proved so persistent in the face of so many intellectual arguments against it. This shows that it is not rational thought that keeps the churches alive but emotion, habit, and the desire for power.” In 1996, speaking at the fourth World Atheist Conference held in Vijayawada, India, Herrick noted that no one has ever been injured by the truth. Self-deception is what actually injures humankind. “We must nurture the positive side of our atheistic existence,” he said, adding thatExtremist religion and fundamentalism, whether from the Christian Moral Right or from Islam, is growing in the world. We must on no account demonise the Muslims. I have met tolerant and civilised Muslims, the Sufi tradition of art and mysticism is fine, and many artistic endeavours are superb. We must keep in dialogue and encourage the liberals.In India, Herrick attended the Rationalist Conference held in 1996, at which fire-walking demonstrations were held to debunk the godmen who claim they have supernatural powers. He spoke on “Freedom of Speech as a Universal Human Right.” Also in 1996, he participated in the Humanist World Congress in Mexico City. Here, he received a distinguished service award for his four years’ editorship of International Humanist News.In 1998 he spoke at the IHEU’s congress in Mumbai. Herrick, one of the most recognized humanists around the world, resigned as the IHEU’s newsletter editor but remains active in international rationalist and humanist affairs. He signed Humanist Manifesto 2000 but lamented that “it has a far too rosy view of human nature,” “too much is left to the market economy,” and “the potential for human conflict is underestimated. . . . Nevertheless, perhaps irrationally, humanists of goodwill cannot allow these reservations to dampen the power of human effort and human hope.”More: http://en.wikipedia.org/wiki/Jim_Herrick","Vision and Realism, a Hundred Years of the Freethinker (1982)"
John Colapinto,https://images.gr-assets.com/authors/1310142536p5/23301.jpg,"An award-winning journalist, author and novelist and is currently a staff writer at The New Yorker.Prior to working at The New Yorker, Colapinto wrote for Vanity Fair, New York magazine and The New York Times Magazine, and in 1995 he became a contributing editor at Rolling Stone,[1] where he published feature stories on a variety of subjects ranging from AIDS, to kids and guns, to heroin in the music business, to Penthouse magazine creator, Bob Guccione (his Guccione story was a finalist for the ASME award in profile writing in 2004). In 1998, he published a 20,000 word feature story in Rolling Stone titled The True Story of John/Joan, an account of David Reimer, who had undergone a sex change in infancy—a medical experiment long heralded as a success, but which was, in fact, a failure. The story, which detailed not only Reimer's tortured life, but the medical scandal surrounding its cover-up, won the ASME Award for reporting and in 2000, Colapinto published a book-length account of the case, As Nature Made Him: The Boy Who Was Raised As A Girl. The book was a New York Times bestseller and the film rights were bought by Peter Jackson, the director of the Lord of the Rings trilogy. Colapinto also wrote a novel, About the Author, a tale of literary envy and theft. It was published in August 2001 and was a number 6 pick on the Booksense 76 list of best novels of the season; it was a nominee for the IMPAC literary award and for a number of years was under option by Dreamworks, where playwright Patrick Marber (Closer and Howard Katz) wrote a screen adaptation. The film rights to the novel have since been acquired by producer Scott Rudin.As a writer for The New Yorker, Colapinto has written about subjects as diverse as medicinal leeches; Sotheby's auctioneer Tobias Meyer; fashion designers Karl Lagerfeld and Rick Owens; the linguistic oddities of the Pirahã people (an Amazonian tribe); and Paul McCartney. His piece on the Piraha was anthologized in ""The Best American Science and Nature Writing"" (2008); his New Yorker story about loss prevention (anti-theft in stores) was included in ""The Best American Crime Reporting"" (2009);[2] and his New Yorker profile of neuroscientist V.S. Ramachandran was selected by Freeman Dyson for inclusion in ""The Best American Science and Nature Writing"" (2010).John Colapinto lives on New York City's Upper East Side. He is married to fashion illustrator and artist, Donna Mehalko, and they have one son.-Wikipedia","about subjects as diverse as medicinal leeches; Sotheby's auctioneer Tobias Meyer; fashion designers Karl Lagerfeld and Rick Owens; the linguistic oddities of the Pirahã people (an Amazonian tribe); and Paul McCartney. His piece on the Piraha was anthologized in ""The Best American Science and Nature Writing"" (2008)"
Jonathan Carroll,https://images.gr-assets.com/authors/1222900262p5/23704.jpg,"Jonathan Carroll (b. 1949) is an award-winning American author of modern fantasy and slipstream novels. His debut book, The Land of Laughs (1980), tells the story of a children’s author whose imagination has left the printed page and begun to influence reality. The book introduced several hallmarks of Carroll’s writing, including talking animals and worlds that straddle the thin line between reality and the surreal, a technique that has seen him compared to South American magical realists.Outside the Dog Museum (1991) was named the best novel of the year by the British Fantasy Society, and has proven to be one of Carroll’s most popular works. Since then he has written the Crane’s View trilogy, Glass Soup (2005) and, most recently, The Ghost in Love (2008). His short stories have been collected in The Panic Hand (1995) and The Woman Who Married a Cloud (2012). He continues to live and write in Vienna.","the Crane’s View trilogy, Glass Soup (2005)"
Cressida Cowell,https://images.gr-assets.com/authors/1294682719p5/23894.jpg,"Cressida Cowell grew up in London and on a small, uninhabited island off the west coast of Scotland. She was convinced that there were dragons living on this island, and has been fascinated by dragons ever since. She has a BA in English Literature from Oxford University, a BA in Graphic Design from St Martin's and an MA in Narrative Illustration from Brighton. Cressida loves illustrating her own work, but also loves writing books for other people to illustrate as the end result can be so unexpected and inspiring. Cressida has written and illustrated eight books in the popular Hiccup series. The unique blend of child centred humour and sublime prose made Hiccup an instant hit. How to Train Your Dragon is now published in over 30 languages. A DreamWorks Animation feature film is out in March 2010. Also the author of picture books, Cressida has won the Nestle Children's Book Prize 2006 and has been shortlisted for many others. Cressida lives in Hammersmith with her husband and three children. Her Books:1. How to Train Your Dragon (2003)2. How to Be a Pirate (2004)3. How to Speak Dragonese (2005)4. How to Cheat a Dragon’s Curse (2006)5. How to Twist a Dragon’s Tale (2007)6. A Hero’s Guide to Deadly Dragons (2008)7. How to Ride a Dragon’s Storm (2008)8. How to Break a Dragon’s Heart (2010)9. How to Steal a Dragon's Sword (2011)10. How to Seize a Dragon's Jewel (2012)","and illustrated eight books in the popular Hiccup series. The unique blend of child centred humour and sublime prose made Hiccup an instant hit. How to Train Your Dragon is now published in over 30 languages. A DreamWorks Animation feature film is out in March 2010. Also the author of picture books, Cressida has won the Nestle Children's Book Prize 2006 and has been shortlisted for many others. Cressida lives in Hammersmith with her husband and three children. Her Books:1. How to Train Your Dragon (2003)"
Boria Sax,https://images.gr-assets.com/authors/1301333803p5/24834.jpg,"I first became interested in the literature of animals around the end of the 1980's, not terribly long after I had obtained my PhD in German and intellectual history. I was feeling frustrated in my search for an academic job and even study of literature. By accident, I came across an encyclopedia of animals that had been written in the early nineteenth century. There, without any self-consciousness, was a new world of romance and adventure, filled with turkeys that spoke Arabic, beavers that build like architects, and dogs that solve murders. Within a few months, I had junked my previous research and devoted my studies to these texts.Today, I shudder how nervy the switch was for a destitute young scholar, who, despite one book and several articles, had not managed to obtain any steady job except mopping floors. But soon I had managed to publish two books on animals in literature, The Frog King (1990) and The Parliament of Animals (1992). Around 1995, I founded Nature in Legend and Story (NILAS, Inc.), an organization that combines storytelling and scholarship. It was initially, a sort of rag-tag band of intellectual adventurers who loved literature but could not find a niche in the scholarly world. We put together a few conferences, which generated a lot of excitement among the few who attended, but little notice in academia or in what they sometimes call ""the real world.""From fables and anecdotes, I moved to mythology, and published The Serpent and the Swan (1997), a study of animal bride tales from around the world. This was followed by many further publications including an examination of the darker side of animal studies, Animals in the Third Reich (2000), and a sort of compendium, The Mythical Zoo (2002), and a cultural history of corvids entitled Crow (2003). My most recent book is City of Ravens: London, its Tower and its Famous Ravens (2011), and Imaginary Animals will be published soon by Reaktion Books in London.When I embarked on the study of animals in myth and literature, even graduate students did not have to mention a few dozen books just to show that they had read them. In barely more than a couple decades, the literature on human-animal relations has grown enormously in both quantity and sophistication. NILAS, I am proud to say, has become a well established organization, which has sponsored two highly successful conferences together with ISAZ.But as the study of animals, what I like to call ""totemic literature,"" becomes more of a standard feature of academic programs, I fear that something may be lost. It is now just a little too easy to discourse about the ""social construction"" and the ""transgression"" of ""boundaries"" between animals and human beings. Even as I admire the subtlety of such analysis, I sometimes find myself thinking, ""So what?""Having been there close to the beginning, part of my role is now to preserve some the sensuous immediacy, with that filled the study of animals in literature when it was still a novelty. That sort of ""poetry"" is not simply a luxury in our intellectual pursuits. With such developments as cloning, genetic engineering, and the massive destruction of natural habitats, we face crises so unprecedented that traditional philosophies, from utilitarianism to deep ecology, can offer us precious little guidance. The possibilities are so overwhelming, that we hardly even know what questions to ask. But neither, I am sure, did the fugitive who once encountered a mermaid in the middle of the woods.","in the early nineteenth century. There, without any self-consciousness, was a new world of romance and adventure, filled with turkeys that spoke Arabic, beavers that build like architects, and dogs that solve murders. Within a few months, I had junked my previous research and devoted my studies to these texts.Today, I shudder how nervy the switch was for a destitute young scholar, who, despite one book and several articles, had not managed to obtain any steady job except mopping floors. But soon I had managed to publish two books on animals in literature, The Frog King (1990)"
Nahid Rachlin,https://images.gr-assets.com/authors/1450308459p5/25427.jpg,"Books by Nahid Rachlin: http://www.amazon.com/Nahid-Rachlin/e... Nahid Rachlin went to Columbia University Writing Program on a Doubleday-Columbia Fellowship and then went on to Stanford University MFA program on a Stegner Fellowship. Her publications include a memoir, PERSIAN GIRLS (Penguin), four novels, JUMPING OVER FIRE (City Lights), FOREIGNER (W.W. Norton), MARRIED TO A STRANGER (E.P.Dutton-Penguin), THE HEART'S DESIRE (City Lights), and a collection of short stories, VEILS (City Lights). CROWD OF SORROWS, (Kindle Singles). You can listen to my reading of three flash-fiction stories at https://soundcloud.com/roommagazine/t...Her individual short stories have appeared in more than fifty magazines, including The Virginia Quarterly Review, Prairie Schooner, Redbook, Shenandoah. One of her stories was adopted by Symphony Space, “Selected Shorts,” and was aired on NPR’s around the country and two stories were nominated for Pushcart Prize. Her work has received favorable reviews in major magazines and newspapers and translated into Portuguese, Polish, Italian, Dutch, German, Arabic, and Persian. She has been interviewed in NPR stations such as All Things Considered (Terry Gross), P&amp;W magazine, Writers Chronicle. She has written reviews and essays for New York Times, Newsday, Washington Post and Los Angeles Times. Other grants and awards she has received include the Bennet Cerf Award, PEN Syndicated Fiction Project Award, and a National Endowment for the Arts grant. She has taught creative writing at Barnard College, Yale University and at a wide variety of writers conferences, including Paris Writers Conference, Geneva Writers Conference, and Yale Writers Conference. She has been judge for several fiction awards and competitions, among them, Grace Paley Prize in Short Fiction (2015) sponsored by AWP, Maureen Egen Writers Exchange Award sponsored by Poets &amp; Writers, Katherine Anne Porter Fiction Prize, University of Maryland, English Dept, Teichmann Fiction Prize, Barnard College, English Dept. For more please click on her website: website: http://www.nahidrachlin.com","reviews and essays for New York Times, Newsday, Washington Post and Los Angeles Times. Other grants and awards she has received include the Bennet Cerf Award, PEN Syndicated Fiction Project Award, and a National Endowment for the Arts grant. She has taught creative writing at Barnard College, Yale University and at a wide variety of writers conferences, including Paris Writers Conference, Geneva Writers Conference, and Yale Writers Conference. She has been judge for several fiction awards and competitions, among them, Grace Paley Prize in Short Fiction (2015)"
